Id,PreviousItems,PredictedItems,Support,Confidence,Lift
229,1,2,0.04878048780487805,0.11111111111111112,0.5061728395061729
230,2,1,0.04878048780487805,0.22222222222222224,0.5061728395061729
231,1,3,0.1951219512195122,0.4444444444444445,1.6565656565656566
232,3,1,0.1951219512195122,0.7272727272727273,1.6565656565656566
233,1,4,0.2682926829268293,0.6111111111111112,1.3919753086419755
234,4,1,0.2682926829268293,0.6111111111111112,1.3919753086419755
235,1,5,0.04878048780487805,0.11111111111111112,0.7592592592592594
236,5,1,0.04878048780487805,0.33333333333333337,0.7592592592592593
237,1,6,0.0975609756097561,0.22222222222222224,0.8282828282828283
238,6,1,0.0975609756097561,0.36363636363636365,0.8282828282828283
239,1,7,0.07317073170731707,0.16666666666666666,0.976190476190476
240,7,1,0.07317073170731707,0.4285714285714285,0.976190476190476
241,8,1,0.07317073170731707,0.37499999999999994,0.8541666666666665
242,1,8,0.07317073170731707,0.16666666666666666,0.8541666666666666
243,1,9,0.07317073170731707,0.16666666666666666,0.8541666666666666
244,9,1,0.07317073170731707,0.37499999999999994,0.8541666666666665
245,2,3,0.07317073170731707,0.3333333333333333,1.2424242424242422
246,3,2,0.07317073170731707,0.2727272727272727,1.2424242424242424
247,2,4,0.0975609756097561,0.4444444444444445,1.0123456790123457
248,4,2,0.0975609756097561,0.22222222222222224,1.0123456790123457
249,2,5,0.07317073170731707,0.3333333333333333,2.2777777777777777
250,5,2,0.07317073170731707,0.5,2.2777777777777777
251,2,6,0.07317073170731707,0.3333333333333333,1.2424242424242422
252,6,2,0.07317073170731707,0.2727272727272727,1.2424242424242424
253,2,7,0.04878048780487805,0.22222222222222224,1.3015873015873016
254,7,2,0.04878048780487805,0.2857142857142857,1.3015873015873014
255,8,2,0.04878048780487805,0.25,1.1388888888888888
256,2,8,0.04878048780487805,0.22222222222222224,1.1388888888888888
257,9,2,0.07317073170731707,0.37499999999999994,1.708333333333333
258,2,9,0.07317073170731707,0.3333333333333333,1.7083333333333333
259,2,10,0.07317073170731707,0.3333333333333333,2.2777777777777777
260,10,2,0.07317073170731707,0.5,2.2777777777777777
261,3,4,0.04878048780487805,0.18181818181818182,0.41414141414141414
262,4,3,0.04878048780487805,0.11111111111111112,0.41414141414141414
263,3,5,0.04878048780487805,0.18181818181818182,1.2424242424242424
264,5,3,0.04878048780487805,0.33333333333333337,1.2424242424242424
265,3,6,0.07317073170731707,0.2727272727272727,1.0165289256198347
266,6,3,0.07317073170731707,0.2727272727272727,1.0165289256198347
267,3,7,0.04878048780487805,0.18181818181818182,1.0649350649350648
268,7,3,0.04878048780487805,0.2857142857142857,1.0649350649350648
269,8,3,0.12195121951219512,0.625,2.3295454545454546
270,3,8,0.12195121951219512,0.45454545454545453,2.3295454545454546
271,9,3,0.07317073170731707,0.37499999999999994,1.3977272727272725
272,3,9,0.07317073170731707,0.2727272727272727,1.3977272727272725
273,4,5,0.07317073170731707,0.16666666666666666,1.1388888888888888
274,5,4,0.07317073170731707,0.5,1.1388888888888888
275,4,6,0.07317073170731707,0.16666666666666666,0.6212121212121211
276,6,4,0.07317073170731707,0.2727272727272727,0.6212121212121212
277,4,7,0.0975609756097561,0.22222222222222224,1.3015873015873016
278,7,4,0.0975609756097561,0.5714285714285714,1.3015873015873014
279,8,4,0.04878048780487805,0.25,0.5694444444444444
280,4,8,0.04878048780487805,0.11111111111111112,0.5694444444444444
281,9,4,0.0975609756097561,0.5,1.1388888888888888
282,4,9,0.0975609756097561,0.22222222222222224,1.1388888888888888
283,10,4,0.04878048780487805,0.33333333333333337,0.7592592592592593
284,4,10,0.04878048780487805,0.11111111111111112,0.7592592592592594
285,5,7,0.07317073170731707,0.5,2.9285714285714284
286,7,5,0.07317073170731707,0.4285714285714285,2.9285714285714284
287,8,5,0.07317073170731707,0.37499999999999994,2.5624999999999996
288,5,8,0.07317073170731707,0.5,2.5625
289,8,6,0.04878048780487805,0.25,0.9318181818181818
290,6,8,0.04878048780487805,0.18181818181818182,0.9318181818181818
291,10,6,0.07317073170731707,0.5,1.8636363636363635
292,6,10,0.07317073170731707,0.2727272727272727,1.8636363636363635
293,8,7,0.07317073170731707,0.37499999999999994,2.1964285714285707
294,7,8,0.07317073170731707,0.4285714285714285,2.1964285714285707
295,9,7,0.07317073170731707,0.37499999999999994,2.1964285714285707
296,7,9,0.07317073170731707,0.4285714285714285,2.1964285714285707
297,8,9,0.0975609756097561,0.5,2.5625
298,9,8,0.0975609756097561,0.5,2.5625
299,9,10,0.04878048780487805,0.25,1.7083333333333335
300,10,9,0.04878048780487805,0.33333333333333337,1.7083333333333335
301,16,12,0.07317073170731707,1.0,6.833333333333334
302,12,16,0.07317073170731707,0.5,6.833333333333334
303,"1,3",4,0.04878048780487805,0.25,0.5694444444444444
304,"1,4",3,0.04878048780487805,0.18181818181818182,0.6776859504132231
305,"3,4",1,0.04878048780487805,1.0,2.2777777777777777
306,1,"3,4",0.04878048780487805,0.11111111111111112,2.2777777777777777
307,3,"1,4",0.04878048780487805,0.18181818181818182,0.6776859504132231
308,4,"1,3",0.04878048780487805,0.11111111111111112,0.5694444444444444
309,"1,3",6,0.04878048780487805,0.25,0.9318181818181818
310,"1,6",3,0.04878048780487805,0.5,1.8636363636363635
311,"3,6",1,0.04878048780487805,0.6666666666666667,1.5185185185185186
312,1,"3,6",0.04878048780487805,0.11111111111111112,1.5185185185185188
313,3,"1,6",0.04878048780487805,0.18181818181818182,1.8636363636363635
314,6,"1,3",0.04878048780487805,0.18181818181818182,0.9318181818181818
315,"8,1",3,0.04878048780487805,0.6666666666666667,2.484848484848485
316,"8,3",1,0.04878048780487805,0.4,0.9111111111111112
317,"1,3",8,0.04878048780487805,0.25,1.28125
318,8,"1,3",0.04878048780487805,0.25,1.28125
319,1,"8,3",0.04878048780487805,0.11111111111111112,0.9111111111111112
320,3,"8,1",0.04878048780487805,0.18181818181818182,2.484848484848485
321,"1,4",6,0.04878048780487805,0.18181818181818182,0.6776859504132231
322,"1,6",4,0.04878048780487805,0.5,1.1388888888888888
323,"4,6",1,0.04878048780487805,0.6666666666666667,1.5185185185185186
324,1,"4,6",0.04878048780487805,0.11111111111111112,1.5185185185185188
325,4,"1,6",0.04878048780487805,0.11111111111111112,1.1388888888888888
326,6,"1,4",0.04878048780487805,0.18181818181818182,0.6776859504132231
327,"1,4",7,0.07317073170731707,0.2727272727272727,1.5974025974025972
328,"1,7",4,0.07317073170731707,1.0,2.2777777777777777
329,"4,7",1,0.07317073170731707,0.7499999999999999,1.708333333333333
330,1,"4,7",0.07317073170731707,0.16666666666666666,1.7083333333333333
331,4,"1,7",0.07317073170731707,0.16666666666666666,2.2777777777777777
332,7,"1,4",0.07317073170731707,0.4285714285714285,1.597402597402597
333,"8,1",4,0.04878048780487805,0.6666666666666667,1.5185185185185186
334,"8,4",1,0.04878048780487805,1.0,2.2777777777777777
335,"1,4",8,0.04878048780487805,0.18181818181818182,0.9318181818181818
336,8,"1,4",0.04878048780487805,0.25,0.9318181818181818
337,1,"8,4",0.04878048780487805,0.11111111111111112,2.2777777777777777
338,4,"8,1",0.04878048780487805,0.11111111111111112,1.5185185185185188
339,"1,4",9,0.07317073170731707,0.2727272727272727,1.3977272727272725
340,"1,9",4,0.07317073170731707,1.0,2.2777777777777777
341,"9,4",1,0.07317073170731707,0.7499999999999999,1.708333333333333
342,1,"9,4",0.07317073170731707,0.16666666666666666,1.7083333333333333
343,4,"1,9",0.07317073170731707,0.16666666666666666,2.2777777777777777
344,9,"1,4",0.07317073170731707,0.37499999999999994,1.3977272727272725
345,"1,9",7,0.04878048780487805,0.6666666666666667,3.904761904761905
346,"1,7",9,0.04878048780487805,0.6666666666666667,3.416666666666667
347,"9,7",1,0.04878048780487805,0.6666666666666667,1.5185185185185186
348,1,"9,7",0.04878048780487805,0.11111111111111112,1.5185185185185188
349,9,"1,7",0.04878048780487805,0.25,3.416666666666667
350,7,"1,9",0.04878048780487805,0.2857142857142857,3.9047619047619047
351,"2,3",6,0.04878048780487805,0.6666666666666667,2.484848484848485
352,"2,6",3,0.04878048780487805,0.6666666666666667,2.484848484848485
353,"3,6",2,0.04878048780487805,0.6666666666666667,3.037037037037037
354,2,"3,6",0.04878048780487805,0.22222222222222224,3.0370370370370376
355,3,"2,6",0.04878048780487805,0.18181818181818182,2.484848484848485
356,6,"2,3",0.04878048780487805,0.18181818181818182,2.484848484848485
357,"8,2",3,0.04878048780487805,1.0,3.727272727272727
358,"8,3",2,0.04878048780487805,0.4,1.8222222222222224
359,"2,3",8,0.04878048780487805,0.6666666666666667,3.416666666666667
360,8,"2,3",0.04878048780487805,0.25,3.416666666666667
361,2,"8,3",0.04878048780487805,0.22222222222222224,1.8222222222222224
362,3,"8,2",0.04878048780487805,0.18181818181818182,3.727272727272727
363,"2,4",5,0.04878048780487805,0.5,3.416666666666667
364,"2,5",4,0.04878048780487805,0.6666666666666667,1.5185185185185186
365,"4,5",2,0.04878048780487805,0.6666666666666667,3.037037037037037
366,2,"4,5",0.04878048780487805,0.22222222222222224,3.0370370370370376
367,4,"2,5",0.04878048780487805,0.11111111111111112,1.5185185185185188
368,5,"2,4",0.04878048780487805,0.33333333333333337,3.416666666666667
369,"2,4",7,0.04878048780487805,0.5,2.9285714285714284
370,"2,7",4,0.04878048780487805,1.0,2.2777777777777777
371,"4,7",2,0.04878048780487805,0.5,2.2777777777777777
372,2,"4,7",0.04878048780487805,0.22222222222222224,2.2777777777777777
373,4,"2,7",0.04878048780487805,0.11111111111111112,2.2777777777777777
374,7,"2,4",0.04878048780487805,0.2857142857142857,2.9285714285714284
375,"2,5",7,0.04878048780487805,0.6666666666666667,3.904761904761905
376,"2,7",5,0.04878048780487805,1.0,6.833333333333334
377,"5,7",2,0.04878048780487805,0.6666666666666667,3.037037037037037
378,2,"5,7",0.04878048780487805,0.22222222222222224,3.0370370370370376
379,5,"2,7",0.04878048780487805,0.33333333333333337,6.833333333333334
380,7,"2,5",0.04878048780487805,0.2857142857142857,3.9047619047619047
381,"9,2",10,0.04878048780487805,0.6666666666666667,4.555555555555556
382,"9,10",2,0.04878048780487805,1.0,4.555555555555555
383,"2,10",9,0.04878048780487805,0.6666666666666667,3.416666666666667
384,9,"2,10",0.04878048780487805,0.25,3.416666666666667
385,2,"9,10",0.04878048780487805,0.22222222222222224,4.555555555555555
386,10,"9,2",0.04878048780487805,0.33333333333333337,4.555555555555556
387,"8,3",5,0.04878048780487805,0.4,2.733333333333334
388,"8,5",3,0.04878048780487805,0.6666666666666667,2.484848484848485
389,"3,5",8,0.04878048780487805,1.0,5.125
390,8,"3,5",0.04878048780487805,0.25,5.125
391,3,"8,5",0.04878048780487805,0.18181818181818182,2.484848484848485
392,5,"8,3",0.04878048780487805,0.33333333333333337,2.733333333333334
393,"8,3",6,0.04878048780487805,0.4,1.490909090909091
394,"8,6",3,0.04878048780487805,1.0,3.727272727272727
395,"3,6",8,0.04878048780487805,0.6666666666666667,3.416666666666667
396,8,"3,6",0.04878048780487805,0.25,3.416666666666667
397,3,"8,6",0.04878048780487805,0.18181818181818182,3.727272727272727
398,6,"8,3",0.04878048780487805,0.18181818181818182,1.490909090909091
399,"9,3",7,0.04878048780487805,0.6666666666666667,3.904761904761905
400,"9,7",3,0.04878048780487805,0.6666666666666667,2.484848484848485
401,"3,7",9,0.04878048780487805,1.0,5.125
402,9,"3,7",0.04878048780487805,0.25,5.125
403,3,"9,7",0.04878048780487805,0.18181818181818182,2.484848484848485
404,7,"9,3",0.04878048780487805,0.2857142857142857,3.9047619047619047
405,"8,9",3,0.04878048780487805,0.5,1.8636363636363635
406,"8,3",9,0.04878048780487805,0.4,2.05
407,"9,3",8,0.04878048780487805,0.6666666666666667,3.416666666666667
408,8,"9,3",0.04878048780487805,0.25,3.416666666666667
409,9,"8,3",0.04878048780487805,0.25,2.0500000000000003
410,3,"8,9",0.04878048780487805,0.18181818181818182,1.8636363636363635
411,"4,5",7,0.04878048780487805,0.6666666666666667,3.904761904761905
412,"4,7",5,0.04878048780487805,0.5,3.416666666666667
413,"5,7",4,0.04878048780487805,0.6666666666666667,1.5185185185185186
414,4,"5,7",0.04878048780487805,0.11111111111111112,1.5185185185185188
415,5,"4,7",0.04878048780487805,0.33333333333333337,3.416666666666667
416,7,"4,5",0.04878048780487805,0.2857142857142857,3.9047619047619047
417,"9,4",7,0.04878048780487805,0.5,2.9285714285714284
418,"9,7",4,0.04878048780487805,0.6666666666666667,1.5185185185185186
419,"4,7",9,0.04878048780487805,0.5,2.5625
420,9,"4,7",0.04878048780487805,0.25,2.5625
421,4,"9,7",0.04878048780487805,0.11111111111111112,1.5185185185185188
422,7,"9,4",0.04878048780487805,0.2857142857142857,2.9285714285714284
423,"8,9",7,0.04878048780487805,0.5,2.9285714285714284
424,"8,7",9,0.04878048780487805,0.6666666666666667,3.416666666666667
425,"9,7",8,0.04878048780487805,0.6666666666666667,3.416666666666667
426,8,"9,7",0.04878048780487805,0.25,3.416666666666667
427,9,"8,7",0.04878048780487805,0.25,3.416666666666667
428,7,"8,9",0.04878048780487805,0.2857142857142857,2.9285714285714284
429,"1,4,9",7,0.04878048780487805,0.6666666666666667,3.904761904761905
430,"1,4,7",9,0.04878048780487805,0.6666666666666667,3.416666666666667
431,"1,9,7",4,0.04878048780487805,1.0,2.2777777777777777
432,"9,4,7",1,0.04878048780487805,1.0,2.2777777777777777
433,"1,4","9,7",0.04878048780487805,0.18181818181818182,2.484848484848485
434,"1,9","4,7",0.04878048780487805,0.6666666666666667,6.833333333333334
435,"1,7","9,4",0.04878048780487805,0.6666666666666667,6.833333333333334
436,"9,4","1,7",0.04878048780487805,0.5,6.833333333333334
437,"4,7","1,9",0.04878048780487805,0.5,6.833333333333334
438,"9,7","1,4",0.04878048780487805,0.6666666666666667,2.484848484848485
439,1,"9,4,7",0.04878048780487805,0.11111111111111112,2.2777777777777777
440,4,"1,9,7",0.04878048780487805,0.11111111111111112,2.2777777777777777
441,9,"1,4,7",0.04878048780487805,0.25,3.416666666666667
442,7,"1,4,9",0.04878048780487805,0.2857142857142857,3.9047619047619047
443,"2,4,5",7,0.04878048780487805,1.0,5.857142857142857
444,"2,4,7",5,0.04878048780487805,1.0,6.833333333333334
445,"2,5,7",4,0.04878048780487805,1.0,2.2777777777777777
446,"4,5,7",2,0.04878048780487805,1.0,4.555555555555555
447,"2,4","5,7",0.04878048780487805,0.5,6.833333333333334
448,"2,5","4,7",0.04878048780487805,0.6666666666666667,6.833333333333334
449,"2,7","4,5",0.04878048780487805,1.0,13.666666666666668
450,"4,5","2,7",0.04878048780487805,0.6666666666666667,13.666666666666668
451,"4,7","2,5",0.04878048780487805,0.5,6.833333333333334
452,"5,7","2,4",0.04878048780487805,0.6666666666666667,6.833333333333334
453,2,"4,5,7",0.04878048780487805,0.22222222222222224,4.555555555555555
454,4,"2,5,7",0.04878048780487805,0.11111111111111112,2.2777777777777777
455,5,"2,4,7",0.04878048780487805,0.33333333333333337,6.833333333333334
456,7,"2,4,5",0.04878048780487805,0.2857142857142857,5.857142857142857
